iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.7766,0.7503,0.7146,0.7264,0.8156
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.7662,0.7357,0.7048,0.7152,0.8327
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.8364,0.8116,0.8179,0.8146,0.8991
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.839,0.8141,0.8241,0.8186,0.9004
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.7818,0.7507,0.7587,0.7542,0.7587
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.7792,0.7472,0.7462,0.7467,0.7462
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.839,0.8409,0.7796,0.7994,0.8844
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.8286,0.8178,0.7762,0.7911,0.8817
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.8364,0.815,0.8052,0.8097,0.8862
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.8338,0.8108,0.8054,0.808,0.8896
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.8234,0.7994,0.7914,0.7951,0.8506
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.813,0.7871,0.7795,0.7831,0.8221
4,locals_vs_diaspora,2,124,261,0,124,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.787,0.7602,0.735,0.7445,0.8263
4,locals_vs_diaspora,2,124,261,0,124,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.7792,0.7494,0.7292,0.7372,0.8335
4,person_vs_organization,3,46,345,9,9,K-Fold,5,LogReg,TFIDF_profile_text,500,False,0.86,0.3991,0.3386,0.3218,0.6051
4,person_vs_organization,3,46,345,9,9,LOOCV,,LogReg,TFIDF_profile_text,500,False,0.865,0.4562,0.3469,0.3362,0.6077
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Decision Tree,TFIDF_profile_text,500,False,0.835,0.4127,0.4043,0.4071,0.5189
4,person_vs_organization,3,46,345,9,9,LOOCV,,Decision Tree,TFIDF_profile_text,500,False,0.825,0.4206,0.4005,0.4085,0.5386
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Random Forest,TFIDF_profile_text,500,False,0.86,0.415,0.3512,0.3455,0.5803
4,person_vs_organization,3,46,345,9,9,LOOCV,,Random Forest,TFIDF_profile_text,500,False,0.8675,0.4723,0.3792,0.3887,0.5644
4,person_vs_organization,3,46,345,9,9,K-Fold,5,SVM,TFIDF_profile_text,500,False,0.865,0.4629,0.4034,0.4172,
4,person_vs_organization,3,46,345,9,9,LOOCV,,SVM,TFIDF_profile_text,500,False,0.8625,0.456,0.4087,0.421,
4,person_vs_organization,3,46,345,9,9,K-Fold,5,AdaBoost,TFIDF_profile_text,500,False,0.8675,0.4767,0.3667,0.3704,0.5601
4,person_vs_organization,3,46,345,9,9,LOOCV,,AdaBoost,TFIDF_profile_text,500,False,0.87,0.4841,0.3865,0.399,0.4393
4,person_vs_organization,3,46,345,9,9,K-Fold,5,XGBoost,TFIDF_profile_text,500,False,0.84,0.3918,0.3623,0.3653,0.4704
4,person_vs_organization,3,46,345,9,9,LOOCV,,XGBoost,TFIDF_profile_text,500,False,0.8425,0.4076,0.3758,0.3815,0.5249
4,person_vs_organization,3,46,345,9,9,K-Fold,5,LogReg,TFIDF_profile_text,500,True,0.7875,0.3972,0.4048,0.4,0.5454
4,person_vs_organization,3,46,345,9,9,LOOCV,,LogReg,TFIDF_profile_text,500,True,0.7775,0.3986,0.4135,0.4029,0.5549
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Decision Tree,TFIDF_profile_text,500,True,0.55,0.3973,0.4213,0.3538,0.5606
4,person_vs_organization,3,46,345,9,9,LOOCV,,Decision Tree,TFIDF_profile_text,500,True,0.58,0.3916,0.3952,0.3427,0.5162
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Random Forest,TFIDF_profile_text,500,True,0.7375,0.3783,0.2976,0.3082,0.5404
4,person_vs_organization,3,46,345,9,9,LOOCV,,Random Forest,TFIDF_profile_text,500,True,0.71,0.4869,0.3121,0.3489,0.5561
4,person_vs_organization,3,46,345,9,9,K-Fold,5,SVM,TFIDF_profile_text,500,True,0.8425,0.4225,0.3947,0.403,
4,person_vs_organization,3,46,345,9,9,LOOCV,,SVM,TFIDF_profile_text,500,True,0.8375,0.4437,0.4242,0.4323,
4,person_vs_organization,3,46,345,9,9,K-Fold,5,AdaBoost,TFIDF_profile_text,500,True,0.755,0.3899,0.3923,0.3893,0.4887
4,person_vs_organization,3,46,345,9,9,LOOCV,,AdaBoost,TFIDF_profile_text,500,True,0.7725,0.3818,0.3676,0.3746,0.4355
4,person_vs_organization,3,46,345,9,9,K-Fold,5,XGBoost,TFIDF_profile_text,500,True,0.805,0.3927,0.3802,0.3856,0.5206
4,person_vs_organization,3,46,345,9,9,LOOCV,,XGBoost,TFIDF_profile_text,500,True,0.83,0.4283,0.4024,0.4122,0.5373
4,person_vs_organization,3,46,345,9,9,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,False,0.86,0.4219,0.3449,0.3343,0.5848
4,person_vs_organization,3,46,345,9,9,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,False,0.8625,0.4228,0.3459,0.3352,0.6047
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,False,0.815,0.4169,0.4092,0.4128,0.5755
4,person_vs_organization,3,46,345,9,9,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,False,0.855,0.4825,0.456,0.4673,0.6166
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,False,0.865,0.4575,0.3594,0.3587,0.6275
4,person_vs_organization,3,46,345,9,9,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,False,0.865,0.4588,0.372,0.3782,0.6561
4,person_vs_organization,3,46,345,9,9,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,False,0.8625,0.4568,0.4087,0.4214,
4,person_vs_organization,3,46,345,9,9,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,False,0.865,0.4621,0.4034,0.4167,
4,person_vs_organization,3,46,345,9,9,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,False,0.83,0.4228,0.4024,0.41,0.6795
4,person_vs_organization,3,46,345,9,9,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,False,0.82,0.3581,0.3483,0.3475,0.6579
4,person_vs_organization,3,46,345,9,9,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.85,0.4306,0.3976,0.4064,0.6799
4,person_vs_organization,3,46,345,9,9,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.8625,0.462,0.4024,0.4162,0.6717
4,person_vs_organization,3,46,345,9,9,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.7775,0.4159,0.4324,0.4211,0.5526
4,person_vs_organization,3,46,345,9,9,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.775,0.4149,0.4314,0.4198,0.5807
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.765,0.3869,0.3961,0.3897,0.5623
4,person_vs_organization,3,46,345,9,9,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.7875,0.4053,0.4174,0.4101,0.5796
4,person_vs_organization,3,46,345,9,9,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.8625,0.4329,0.3522,0.3467,0.6661
4,person_vs_organization,3,46,345,9,9,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.8625,0.4329,0.3522,0.3467,0.6464
4,person_vs_organization,3,46,345,9,9,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.84,0.4217,0.4,0.4072,
4,person_vs_organization,3,46,345,9,9,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.8525,0.4561,0.43,0.4398,
4,person_vs_organization,3,46,345,9,9,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.655,0.3936,0.4588,0.3888,0.6177
4,person_vs_organization,3,46,345,9,9,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.725,0.4275,0.5047,0.4376,0.6574
4,person_vs_organization,3,46,345,9,9,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.84,0.4288,0.4188,0.4226,0.6895
4,person_vs_organization,3,46,345,9,9,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.8575,0.4613,0.4382,0.4469,0.6947
4,person_vs_organization,2,46,345,0,46,K-Fold,5,LogReg,TFIDF_profile_text,500,False,0.8824,0.4412,0.5,0.4688,0.7512
4,person_vs_organization,2,46,345,0,46,LOOCV,,LogReg,TFIDF_profile_text,500,False,0.8824,0.4412,0.5,0.4688,0.7372
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Decision Tree,TFIDF_profile_text,500,False,0.8517,0.6294,0.6145,0.6211,0.5888
4,person_vs_organization,2,46,345,0,46,LOOCV,,Decision Tree,TFIDF_profile_text,500,False,0.8491,0.6141,0.5942,0.6024,0.5451
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Random Forest,TFIDF_profile_text,500,False,0.8875,0.7402,0.5688,0.5903,0.7453
4,person_vs_organization,2,46,345,0,46,LOOCV,,Random Forest,TFIDF_profile_text,500,False,0.8926,0.7832,0.5812,0.6089,0.7176
4,person_vs_organization,2,46,345,0,46,K-Fold,5,SVM,TFIDF_profile_text,500,False,0.8721,0.6242,0.5413,0.5487,0.7517
4,person_vs_organization,2,46,345,0,46,LOOCV,,SVM,TFIDF_profile_text,500,False,0.8798,0.6871,0.5833,0.6057,0.7357
4,person_vs_organization,2,46,345,0,46,K-Fold,5,AdaBoost,TFIDF_profile_text,500,False,0.8772,0.6449,0.5348,0.5384,0.6328
4,person_vs_organization,2,46,345,0,46,LOOCV,,AdaBoost,TFIDF_profile_text,500,False,0.89,0.7669,0.5703,0.5932,0.757
4,person_vs_organization,2,46,345,0,46,K-Fold,5,XGBoost,TFIDF_profile_text,500,False,0.8849,0.7152,0.5862,0.6116,0.6437
4,person_vs_organization,2,46,345,0,46,LOOCV,,XGBoost,TFIDF_profile_text,500,False,0.867,0.6016,0.5384,0.5445,0.5853
4,person_vs_organization,2,46,345,0,46,K-Fold,5,LogReg,TFIDF_profile_text,500,True,0.8389,0.624,0.6355,0.6293,0.7561
4,person_vs_organization,2,46,345,0,46,LOOCV,,LogReg,TFIDF_profile_text,500,True,0.8235,0.6148,0.6457,0.6265,0.7598
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Decision Tree,TFIDF_profile_text,500,True,0.8312,0.6096,0.6217,0.615,0.5989
4,person_vs_organization,2,46,345,0,46,LOOCV,,Decision Tree,TFIDF_profile_text,500,True,0.8645,0.6721,0.6688,0.6704,0.6462
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Random Forest,TFIDF_profile_text,500,True,0.8849,0.7176,0.5674,0.5875,0.6967
4,person_vs_organization,2,46,345,0,46,LOOCV,,Random Forest,TFIDF_profile_text,500,True,0.8875,0.7475,0.5594,0.5768,0.6618
4,person_vs_organization,2,46,345,0,46,K-Fold,5,SVM,TFIDF_profile_text,500,True,0.8491,0.6427,0.6507,0.6465,0.7519
4,person_vs_organization,2,46,345,0,46,LOOCV,,SVM,TFIDF_profile_text,500,True,0.844,0.6393,0.6572,0.6473,0.7389
4,person_vs_organization,2,46,345,0,46,K-Fold,5,AdaBoost,TFIDF_profile_text,500,True,0.7903,0.5659,0.5891,0.5727,0.6297
4,person_vs_organization,2,46,345,0,46,LOOCV,,AdaBoost,TFIDF_profile_text,500,True,0.8312,0.6274,0.6594,0.6399,0.6059
4,person_vs_organization,2,46,345,0,46,K-Fold,5,XGBoost,TFIDF_profile_text,500,True,0.8619,0.6401,0.6014,0.6155,0.7383
4,person_vs_organization,2,46,345,0,46,LOOCV,,XGBoost,TFIDF_profile_text,500,True,0.8542,0.6237,0.5971,0.6075,0.6849
4,person_vs_organization,2,46,345,0,46,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,False,0.8772,0.4409,0.4971,0.4673,0.7409
4,person_vs_organization,2,46,345,0,46,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,False,0.8772,0.4409,0.4971,0.4673,0.7405
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,False,0.8363,0.5941,0.587,0.5903,0.587
4,person_vs_organization,2,46,345,0,46,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,False,0.8798,0.7037,0.6681,0.6832,0.6681
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,False,0.8798,0.6672,0.5362,0.5404,0.7976
4,person_vs_organization,2,46,345,0,46,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,False,0.8875,0.759,0.55,0.5624,0.8003
4,person_vs_organization,2,46,345,0,46,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,False,0.8645,0.6041,0.5464,0.5553,0.7556
4,person_vs_organization,2,46,345,0,46,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,False,0.8798,0.6894,0.5928,0.6164,0.7486
4,person_vs_organization,2,46,345,0,46,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,False,0.89,0.746,0.5986,0.6288,0.7573
4,person_vs_organization,2,46,345,0,46,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,False,0.8721,0.6242,0.5413,0.5487,0.7781
4,person_vs_organization,2,46,345,0,46,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.8798,0.6894,0.5928,0.6164,0.777
4,person_vs_organization,2,46,345,0,46,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.8696,0.6599,0.6058,0.6239,0.776
4,person_vs_organization,2,46,345,0,46,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.821,0.603,0.6254,0.6118,0.7524
4,person_vs_organization,2,46,345,0,46,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.8261,0.6218,0.6565,0.6347,0.7573
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.8517,0.6574,0.6804,0.6675,0.6804
4,person_vs_organization,2,46,345,0,46,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.8491,0.6427,0.6507,0.6465,0.6507
4,person_vs_organization,2,46,345,0,46,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.8875,0.7788,0.5406,0.5468,0.8106
4,person_vs_organization,2,46,345,0,46,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.8875,0.759,0.55,0.5624,0.8115
4,person_vs_organization,2,46,345,0,46,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.8414,0.6275,0.637,0.6319,0.7597
4,person_vs_organization,2,46,345,0,46,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.8465,0.6466,0.6681,0.656,0.7424
4,person_vs_organization,2,46,345,0,46,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.8133,0.6325,0.7058,0.6524,0.7592
4,person_vs_organization,2,46,345,0,46,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.8286,0.6432,0.7051,0.6633,0.797
4,person_vs_organization,2,46,345,0,46,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.8593,0.6595,0.6565,0.658,0.7891
4,person_vs_organization,2,46,345,0,46,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.8798,0.7005,0.6493,0.6691,0.7779
